id,last_login,total_purchases,total_time_spent,number_of_posts,likes_given,payment_method
U160,12/1/2023,45.0,415.25,133.0,2509.0,Bank Transfer
U2910,9/2/2023,5.0,73.86,555.0,3502.0,Bank Transfer
U601,2/1/2023,32.0,390.73,805.0,2982.0,PayPal
U2189,1/8/2023,49.0,345.69,996.0,3787.0,Bank Transfer
U3202,7/29/2023,2.0,59.49,742.0,1163.0,Credit Card
U938,4/12/2023,46.0,200.79,541.0,2082.0,PayPal
U1366,9/5/2023,48.0,171.17,749.0,618.0,Bank Transfer
U467,8/4/2023,43.0,176.37,487.0,878.0,PayPal
U2810,1/12/2023,45.0,81.58,672.0,1272.0,Bank Transfer
U1563,4/13/2023,33.0,425.73,422.0,1959.0,Credit Card
U2956,11/7/2023,20.0,81.38,383.0,1647.0,Crypto
U705,1/6/2023,3.0,44.68,409.0,4384.0,PayPal
U137,4/27/2023,16.0,389.26,255.0,4834.0,Credit Card
U617,6/7/2023,30.0,392.24,430.0,3215.0,Bank Transfer
U1319,1/21/2023,11.0,2.51,34.0,4873.0,Credit Card
U1298,8/2/2023,32.0,293.11,523.0,4655.0,Credit Card
U120,4/17/2023,45.0,38.01,826.0,728.0,Bank Transfer
U1120,8/10/2023,42.0,436.77,45.0,2059.0,Crypto
U3095,5/17/2023,27.0,238.45,876.0,4108.0,Crypto
U875,2/9/2023,20.0,480.82,365.0,3116.0,Credit Card
U3145,3/27/2023,13.0,148.88,128.0,172.0,PayPal
U1629,2/12/2023,28.0,466.19,451.0,2064.0,Bank Transfer
U776,7/18/2023,3.0,353.6,29.0,3526.0,Credit Card
U720,8/12/2023,13.0,439.69,152.0,2407.0,Crypto
U3107,8/29/2023,17.0,368.67,943.0,426.0,Credit Card
U3017,6/19/2023,47.0,24.74,592.0,1074.0,Bank Transfer
U1043,3/22/2023,50.0,127.44,265.0,3043.0,Crypto
U1145,1/22/2023,1.0,116.08,38.0,4412.0,PayPal
U180,8/2/2023,50.0,114.57,505.0,1939.0,PayPal
U910,1/24/2023,34.0,343.48,732.0,2925.0,Credit Card
U3276,11/9/2023,41.0,439.71,481.0,2291.0,Crypto
U1008,9/1/2023,34.0,172.16,623.0,1787.0,Bank Transfer
U1762,4/23/2023,40.0,419.9,916.0,4311.0,PayPal
U1572,1/17/2023,38.0,353.82,157.0,741.0,Crypto
U21,5/8/2023,20.0,287.98,741.0,1689.0,Credit Card
U535,3/5/2023,42.0,291.51,340.0,281.0,Bank Transfer
U2168,9/3/2023,5.0,263.83,879.0,578.0,Bank Transfer
U2963,6/18/2023,36.0,452.2,581.0,4479.0,Credit Card
U1841,3/6/2023,15.0,492.54,524.0,2623.0,Bank Transfer
U1551,9/19/2023,33.0,324.7,677.0,852.0,Crypto
U2041,4/9/2023,33.0,16.72,354.0,1049.0,PayPal
U647,2/13/2023,48.0,474.74,693.0,778.0,Crypto
U2927,2/26/2023,49.0,227.36,245.0,4935.0,Bank Transfer
U1771,6/24/2023,41.0,470.71,735.0,758.0,PayPal
U773,7/3/2023,36.0,23.48,814.0,2568.0,PayPal
U3249,1/8/2023,22.0,270.74,578.0,1322.0,PayPal
U2091,1/21/2023,27.0,36.57,551.0,1645.0,PayPal
U191,2/6/2023,34.0,48.27,509.0,4594.0,Bank Transfer
U452,7/16/2023,41.0,437.31,372.0,4665.0,Bank Transfer
U124,11/5/2023,42.0,134.18,666.0,612.0,Credit Card
U3385,9/3/2023,13.0,281.68,436.0,1036.0,Bank Transfer
U436,2/16/2023,37.0,162.18,163.0,2084.0,Credit Card
U1946,11/22/2023,35.0,57.2,510.0,1778.0,PayPal
U984,2/9/2023,18.0,39.52,610.0,4767.0,Crypto
U3279,6/24/2023,39.0,88.17,893.0,111.0,Bank Transfer
U1143,2/19/2023,22.0,222.23,228.0,4538.0,Crypto
U872,2/19/2023,25.0,213.57,130.0,2136.0,PayPal
U1528,10/16/2023,40.0,364.92,447.0,4611.0,PayPal
U2988,11/20/2023,30.0,113.84,473.0,613.0,Bank Transfer
U3395,1/8/2023,45.0,89.07,826.0,1103.0,Credit Card
U560,10/1/2023,42.0,203.49,213.0,153.0,PayPal
U2134,7/27/2023,34.0,116.54,474.0,2404.0,Bank Transfer
U100,11/19/2023,41.0,279.73,566.0,1958.0,Crypto
U32,8/31/2023,50.0,103.51,595.0,4187.0,PayPal
U3400,1/6/2023,28.0,309.46,945.0,1880.0,PayPal
U246,5/11/2023,31.0,456.39,458.0,3308.0,Bank Transfer
U944,11/18/2023,34.0,258.06,102.0,4319.0,Crypto
U1431,6/8/2023,,476.02,37.0,2870.0,Crypto
U7,10/24/2023,25.0,286.28,676.0,4149.0,PayPal
U50,1/6/2023,39.0,299.59,823.0,593.0,PayPal
U404,8/30/2023,8.0,322.94,312.0,801.0,PayPal
U930,7/19/2023,3.0,401.28,720.0,2783.0,Crypto
U2121,10/8/2023,49.0,403.02,997.0,1998.0,Credit Card
U954,4/18/2023,46.0,69.24,492.0,2180.0,PayPal
U1687,7/16/2023,28.0,355.45,633.0,3688.0,Crypto
U1718,4/29/2023,30.0,206.72,478.0,3228.0,Crypto
U1850,10/29/2023,46.0,254.68,934.0,3941.0,Bank Transfer
U1476,9/3/2023,34.0,133.25,734.0,2923.0,Bank Transfer
U1804,8/3/2023,4.0,400.55,377.0,2863.0,PayPal
U592,2/28/2023,48.0,287.27,824.0,1305.0,Crypto
U278,5/2/2023,1.0,59.54,34.0,1024.0,PayPal
U801,10/10/2023,4.0,438.1,518.0,1191.0,PayPal
U463,3/22/2023,13.0,362.81,650.0,1896.0,Credit Card
U1179,2/28/2023,46.0,191.01,135.0,554.0,PayPal
U612,11/13/2023,26.0,218.19,15.0,3730.0,Crypto
U541,10/16/2023,36.0,265.23,231.0,2273.0,Credit Card
U416,8/14/2023,23.0,270.76,956.0,1004.0,Credit Card
U1761,7/14/2023,31.0,212.08,52.0,3083.0,Crypto
U2058,6/3/2023,29.0,229.43,804.0,2291.0,Bank Transfer
U297,1/11/2023,39.0,344.18,942.0,4881.0,Credit Card
U3123,11/18/2023,30.0,89.41,2.0,1499.0,Crypto
U578,1/5/2023,10.0,494.77,303.0,1227.0,Bank Transfer
U1625,10/4/2023,25.0,134.13,351.0,3078.0,PayPal
U1635,11/23/2023,22.0,276.24,570.0,4591.0,Credit Card
U737,7/8/2023,48.0,104.46,112.0,1392.0,PayPal
U1617,10/14/2023,44.0,107.38,992.0,296.0,Crypto
U1694,10/30/2023,2.0,422.69,641.0,1836.0,Credit Card
U1093,7/1/2023,14.0,216.14,466.0,1353.0,Credit Card
U72,3/8/2023,48.0,36.4,645.0,1758.0,Crypto
U1236,5/15/2023,4.0,143.12,978.0,3795.0,Bank Transfer
U1058,11/30/2023,28.0,477.31,918.0,1694.0,PayPal
U1520,1/2/2023,2.0,231.51,284.0,2589.0,Credit Card
U64,4/1/2023,8.0,209.47,279.0,1684.0,Bank Transfer
U1662,3/16/2023,15.0,307.24,893.0,4979.0,Crypto
U1106,8/31/2023,43.0,255.68,84.0,2837.0,Bank Transfer
U1724,5/29/2023,36.0,426.69,798.0,3578.0,Bank Transfer
U1402,7/18/2023,38.0,101.86,294.0,3920.0,Credit Card
U1246,1/21/2023,14.0,443.08,828.0,897.0,PayPal
U700,4/26/2023,,305.93,347.0,3248.0,PayPal
U1472,7/24/2023,24.0,241.16,637.0,160.0,Credit Card
U374,8/29/2023,34.0,195.75,70.0,4696.0,Credit Card
U928,1/26/2023,13.0,21.73,37.0,1293.0,PayPal
U1448,1/15/2023,40.0,257.36,822.0,4560.0,Credit Card
U616,9/3/2023,25.0,144.66,696.0,4474.0,Bank Transfer
U2000,5/20/2023,44.0,408.45,75.0,4105.0,PayPal
U80,7/25/2023,31.0,468.43,573.0,425.0,Crypto
U2845,11/23/2023,16.0,309.53,683.0,2917.0,PayPal
U929,3/15/2023,17.0,148.85,625.0,2307.0,Credit Card
U3390,5/5/2023,20.0,46.85,450.0,1654.0,Crypto
U2081,9/18/2023,1.0,202.42,135.0,3429.0,Crypto
U78,2/2/2023,14.0,58.69,325.0,4742.0,PayPal
U2885,10/3/2023,33.0,217.73,79.0,944.0,Credit Card
U2052,11/17/2023,19.0,49.3,536.0,3456.0,Credit Card
U3272,11/17/2023,30.0,211.58,723.0,4263.0,PayPal
U493,3/22/2023,30.0,156.9,564.0,366.0,Credit Card
U908,7/19/2023,16.0,158.59,124.0,672.0,Credit Card
U118,4/25/2023,24.0,298.0,868.0,3630.0,Credit Card
U3037,8/23/2023,0.0,116.09,412.0,353.0,Crypto
U3309,10/3/2023,36.0,426.82,430.0,945.0,Credit Card
U582,8/17/2023,42.0,387.77,25.0,1584.0,PayPal
U3045,9/29/2023,6.0,80.28,677.0,1014.0,Bank Transfer
U893,4/19/2023,50.0,325.03,218.0,3409.0,Bank Transfer
U2029,2/28/2023,7.0,348.64,670.0,179.0,PayPal
U321,8/22/2023,39.0,384.79,429.0,3678.0,Crypto
U1725,2/3/2023,18.0,331.54,951.0,3991.0,Bank Transfer
U1836,7/29/2023,30.0,394.81,695.0,1406.0,Bank Transfer
U2997,9/21/2023,7.0,350.33,11.0,2420.0,Bank Transfer
U3341,11/2/2023,21.0,10.63,719.0,2745.0,Credit Card
U845,11/9/2023,21.0,470.48,234.0,1702.0,Credit Card
U133,8/9/2023,28.0,338.64,942.0,2354.0,Crypto
U2806,4/16/2023,12.0,145.38,163.0,2475.0,PayPal
U233,8/6/2023,2.0,106.42,127.0,1205.0,Bank Transfer
U2,5/21/2023,28.0,299.51,373.0,310.0,Credit Card
U1232,4/9/2023,24.0,405.29,439.0,4513.0,Crypto
U3253,10/4/2023,40.0,421.59,880.0,2292.0,Credit Card
U1349,1/2/2023,7.0,106.9,901.0,1828.0,Bank Transfer
U341,3/6/2023,13.0,237.97,593.0,2423.0,PayPal
U2848,1/31/2023,20.0,320.23,653.0,4467.0,PayPal
U1519,8/5/2023,31.0,44.77,789.0,272.0,Credit Card
U438,7/6/2023,7.0,478.99,356.0,98.0,Crypto
U1784,3/20/2023,45.0,328.88,479.0,740.0,Credit Card
U1017,5/18/2023,46.0,330.07,426.0,4284.0,Credit Card
U711,5/5/2023,4.0,215.76,288.0,1944.0,Crypto
U797,3/18/2023,34.0,171.17,289.0,1318.0,Crypto
U3142,5/4/2023,45.0,70.67,23.0,1043.0,Crypto
U2030,10/29/2023,49.0,189.41,173.0,3198.0,PayPal
U613,3/11/2023,8.0,141.35,549.0,3944.0,Credit Card
U1864,6/20/2023,19.0,454.72,175.0,4706.0,Credit Card
U830,1/6/2023,50.0,202.71,757.0,156.0,Credit Card
U74,6/26/2023,19.0,70.75,858.0,1090.0,Crypto
U13,2/24/2023,15.0,201.12,476.0,2801.0,Credit Card
U3116,9/8/2023,30.0,466.55,462.0,3809.0,Bank Transfer
U574,6/15/2023,2.0,348.66,768.0,305.0,Credit Card
U476,4/3/2023,42.0,393.91,671.0,2413.0,Crypto
U264,5/20/2023,10.0,313.24,428.0,1897.0,Crypto
U833,11/24/2023,41.0,235.24,399.0,4095.0,PayPal
U799,10/25/2023,24.0,183.89,422.0,3426.0,Crypto
U651,1/9/2023,38.0,124.9,162.0,4717.0,Crypto
U787,8/20/2023,8.0,321.42,995.0,70.0,Bank Transfer
U941,1/25/2023,1.0,292.91,647.0,455.0,PayPal
U2007,9/28/2023,4.0,417.66,623.0,2510.0,Credit Card
U1244,6/3/2023,19.0,170.56,362.0,1305.0,Bank Transfer
U113,10/13/2023,39.0,410.12,461.0,83.0,PayPal
U607,7/30/2023,40.0,141.35,141.0,2368.0,PayPal
U450,2/11/2023,46.0,376.55,930.0,441.0,Bank Transfer
U1720,6/27/2023,2.0,24.96,97.0,12.0,Credit Card
U2840,8/27/2023,24.0,262.39,699.0,3121.0,Crypto
U1924,3/25/2023,3.0,85.53,801.0,4807.0,Bank Transfer
U1909,4/6/2023,36.0,322.48,242.0,1651.0,Credit Card
U1304,6/17/2023,42.0,339.77,108.0,2660.0,Crypto
U1616,1/15/2023,,39.48,197.0,2284.0,PayPal
U1603,11/6/2023,36.0,184.34,847.0,1025.0,Bank Transfer
U1856,5/4/2023,2.0,29.37,772.0,2919.0,PayPal
U3138,6/20/2023,17.0,298.75,613.0,4592.0,PayPal
U1001,9/26/2023,47.0,430.81,956.0,3906.0,Bank Transfer
U346,7/8/2023,43.0,389.15,38.0,507.0,Crypto
U811,8/6/2023,14.0,122.24,97.0,3209.0,Bank Transfer
U3191,1/1/2023,44.0,313.39,206.0,3644.0,Credit Card
U3245,9/11/2023,3.0,347.31,761.0,2108.0,Bank Transfer
U1743,6/19/2023,14.0,150.98,762.0,1798.0,Credit Card
U238,3/30/2023,40.0,13.25,634.0,549.0,Bank Transfer
U1010,11/8/2023,38.0,220.06,27.0,4444.0,Bank Transfer
U807,7/29/2023,19.0,46.84,596.0,307.0,Bank Transfer
U836,7/27/2023,7.0,240.61,518.0,4284.0,PayPal
U2182,1/31/2023,39.0,472.12,898.0,1033.0,Credit Card
U236,2/12/2023,43.0,163.17,556.0,3083.0,PayPal
U1623,6/30/2023,33.0,286.66,491.0,4092.0,PayPal
U3266,10/16/2023,24.0,116.33,769.0,3759.0,PayPal
U521,2/16/2023,2.0,22.7,963.0,1201.0,Crypto
U851,7/12/2023,38.0,458.62,180.0,3875.0,Bank Transfer
U165,6/24/2023,24.0,5.4,450.0,4571.0,Bank Transfer
U662,3/29/2023,46.0,170.73,754.0,3377.0,Crypto
U1266,8/18/2023,49.0,232.79,355.0,3984.0,Credit Card
U284,4/8/2023,10.0,8.07,532.0,4146.0,PayPal
U1926,3/19/2023,43.0,256.88,948.0,3458.0,PayPal
U1452,2/25/2023,25.0,273.97,305.0,2494.0,Credit Card
U3209,2/24/2023,23.0,146.39,206.0,312.0,Crypto
U1686,10/17/2023,8.0,385.16,776.0,1063.0,Credit Card
U2129,2/18/2023,50.0,378.24,467.0,2958.0,Bank Transfer
U516,9/8/2023,33.0,334.92,668.0,1780.0,Crypto
U1315,8/30/2023,25.0,392.11,904.0,2923.0,Crypto
U1538,4/19/2023,0.0,116.68,537.0,4572.0,Crypto
U1685,4/4/2023,46.0,119.61,678.0,194.0,Credit Card
U1169,11/7/2023,42.0,208.02,165.0,430.0,Bank Transfer
U1970,10/31/2023,33.0,446.78,561.0,3223.0,Credit Card
U708,5/28/2023,48.0,140.37,569.0,1890.0,Credit Card
U1881,11/11/2023,1.0,392.12,565.0,2921.0,Bank Transfer
U3103,10/19/2023,41.0,394.54,153.0,1473.0,Bank Transfer
U1405,7/7/2023,37.0,116.65,4.0,4083.0,Bank Transfer
U383,11/10/2023,31.0,372.76,888.0,1050.0,Credit Card
U1003,9/1/2023,7.0,390.45,646.0,3610.0,Credit Card
U70,4/1/2023,30.0,3.07,929.0,2093.0,Crypto
U2947,7/13/2023,45.0,413.04,0.0,2005.0,PayPal
U1967,2/21/2023,1.0,489.31,630.0,2182.0,PayPal
U1747,6/13/2023,33.0,486.99,722.0,4790.0,Credit Card
U1321,8/12/2023,16.0,489.55,361.0,2454.0,Crypto
U2921,9/18/2023,33.0,295.99,945.0,2988.0,Bank Transfer
U2864,11/19/2023,40.0,329.99,628.0,3657.0,Bank Transfer
U1692,8/22/2023,39.0,46.13,26.0,2974.0,Crypto
U2035,8/23/2023,1.0,18.9,74.0,3676.0,Bank Transfer
U2907,5/9/2023,45.0,190.92,190.0,2727.0,PayPal
U1429,6/22/2023,4.0,61.76,786.0,4843.0,Bank Transfer
U1185,2/9/2023,20.0,55.24,287.0,1078.0,PayPal
U1127,2/17/2023,37.0,85.53,735.0,2412.0,Credit Card
U107,4/21/2023,27.0,217.52,919.0,1875.0,PayPal
U43,3/18/2023,30.0,188.53,803.0,466.0,Bank Transfer
U3362,2/3/2023,18.0,479.9,236.0,3103.0,Bank Transfer
U3112,4/14/2023,46.0,491.84,693.0,2039.0,Bank Transfer
U3212,5/14/2023,45.0,454.48,337.0,3729.0,PayPal
U1119,8/31/2023,0.0,236.61,905.0,512.0,Bank Transfer
U823,11/19/2023,23.0,482.55,621.0,3741.0,Crypto
U1085,11/26/2023,44.0,59.9,78.0,4228.0,Crypto
U2176,3/6/2023,19.0,148.9,644.0,606.0,Credit Card
U130,6/18/2023,0.0,446.45,757.0,395.0,PayPal
U2825,3/8/2023,17.0,178.0,449.0,1035.0,PayPal
U390,2/26/2023,22.0,132.99,344.0,202.0,Credit Card
U760,1/19/2023,35.0,479.55,113.0,166.0,Crypto
U2006,9/22/2023,44.0,148.54,204.0,2235.0,Crypto
U2867,9/14/2023,5.0,127.69,575.0,3987.0,Crypto
U1397,11/27/2023,40.0,177.99,687.0,156.0,Credit Card
U1110,6/14/2023,1.0,128.36,342.0,1533.0,Crypto
U433,1/2/2023,4.0,324.62,524.0,4058.0,Crypto
U932,7/12/2023,3.0,38.38,513.0,2432.0,PayPal
U660,2/16/2023,44.0,290.21,799.0,3903.0,PayPal
U394,9/9/2023,43.0,51.32,279.0,2899.0,Bank Transfer
U2196,8/9/2023,32.0,416.55,927.0,409.0,Credit Card
U1111,3/8/2023,2.0,403.93,977.0,272.0,Credit Card
U1908,4/19/2023,20.0,493.44,288.0,4619.0,PayPal
U1213,4/21/2023,2.0,52.25,363.0,4406.0,Credit Card
U1234,2/15/2023,29.0,65.91,522.0,4724.0,Crypto
U1779,8/15/2023,48.0,273.46,16.0,1938.0,Bank Transfer
U2970,6/5/2023,4.0,179.38,352.0,4443.0,Bank Transfer
U234,4/17/2023,50.0,271.96,229.0,394.0,Credit Card
U1376,3/31/2023,11.0,344.03,842.0,1357.0,Credit Card
U967,4/19/2023,27.0,144.0,645.0,419.0,PayPal
U542,9/13/2023,23.0,395.64,521.0,2930.0,Credit Card
U2941,9/16/2023,45.0,43.63,752.0,1696.0,Crypto
U3314,11/21/2023,48.0,349.47,478.0,65.0,Credit Card
U942,10/19/2023,50.0,399.87,568.0,21.0,Bank Transfer
U41,6/27/2023,46.0,177.27,791.0,3916.0,Crypto
U1830,1/11/2023,3.0,37.73,336.0,2787.0,Credit Card
U2142,2/16/2023,18.0,56.16,854.0,1324.0,Bank Transfer
U1343,6/30/2023,14.0,252.27,642.0,2969.0,Credit Card
U618,1/14/2023,48.0,309.77,374.0,4540.0,Crypto
U994,4/2/2023,21.0,326.36,132.0,351.0,Bank Transfer
U1988,7/24/2023,20.0,308.26,916.0,2846.0,Bank Transfer
U3372,11/14/2023,22.0,477.25,357.0,4687.0,Bank Transfer
U1638,7/24/2023,28.0,314.93,974.0,3516.0,Crypto
U943,2/26/2023,28.0,410.46,967.0,1271.0,Crypto
U620,6/19/2023,28.0,239.81,156.0,396.0,PayPal
U598,4/2/2023,49.0,14.02,759.0,1520.0,Credit Card
U1792,8/5/2023,28.0,483.58,274.0,3697.0,PayPal
U2954,4/12/2023,10.0,157.67,353.0,3415.0,PayPal
U197,3/2/2023,21.0,442.45,170.0,4429.0,Credit Card
U1474,6/8/2023,38.0,294.11,145.0,2246.0,PayPal
U3277,11/17/2023,15.0,459.91,610.0,4733.0,Credit Card
U1537,10/31/2023,37.0,202.84,438.0,3753.0,Bank Transfer
U1869,10/10/2023,23.0,405.76,217.0,3125.0,Bank Transfer
U1875,6/20/2023,32.0,67.06,812.0,3154.0,Bank Transfer
U3000,7/31/2023,31.0,378.58,345.0,3132.0,Crypto
U1056,10/13/2023,37.0,91.56,898.0,2971.0,Bank Transfer
U1980,9/20/2023,48.0,397.5,545.0,377.0,PayPal
U2096,3/12/2023,39.0,272.63,248.0,4005.0,PayPal
U1216,1/3/2023,35.0,323.2,597.0,4722.0,PayPal
U1746,3/14/2023,28.0,221.34,597.0,3104.0,Crypto
U3054,5/26/2023,11.0,409.09,613.0,4843.0,Bank Transfer
U895,5/25/2023,20.0,212.0,130.0,4891.0,Crypto
U134,7/24/2023,27.0,228.87,418.0,4605.0,Credit Card
U1006,9/12/2023,28.0,101.52,21.0,2408.0,Bank Transfer
U1015,9/10/2023,20.0,58.62,111.0,4378.0,PayPal
U1811,11/7/2023,1.0,481.88,342.0,1945.0,Credit Card
U61,4/18/2023,25.0,67.9,889.0,3595.0,Credit Card
U1736,1/1/2023,41.0,437.7,601.0,4769.0,Crypto
U1781,11/3/2023,35.0,159.26,471.0,896.0,Credit Card
U1353,9/2/2023,37.0,450.45,268.0,1579.0,Crypto
U1148,4/18/2023,14.0,186.62,396.0,945.0,Credit Card
U424,5/13/2023,48.0,366.83,790.0,1916.0,Bank Transfer
U1987,4/27/2023,1.0,277.12,844.0,1548.0,Bank Transfer
U1675,7/5/2023,9.0,256.28,397.0,4445.0,Crypto
U1147,6/22/2023,12.0,381.0,896.0,4975.0,Credit Card
U1122,7/12/2023,25.0,103.05,968.0,551.0,Crypto
U16,3/16/2023,0.0,235.27,554.0,4623.0,Credit Card
U1487,1/13/2023,18.0,284.38,677.0,2872.0,Crypto
U571,7/26/2023,6.0,23.46,0.0,3359.0,Credit Card
U701,6/26/2023,10.0,359.98,97.0,4310.0,PayPal
U441,10/2/2023,32.0,245.48,476.0,383.0,Bank Transfer
U2841,10/27/2023,37.0,421.38,718.0,1416.0,Crypto
U3078,5/1/2023,15.0,231.01,610.0,4314.0,Bank Transfer
U2976,3/27/2023,22.0,103.67,921.0,3053.0,Crypto
U2165,8/1/2023,6.0,244.27,641.0,1738.0,Credit Card
U266,3/4/2023,34.0,317.2,258.0,1543.0,Credit Card
U434,4/2/2023,17.0,443.67,343.0,2532.0,Crypto
U1829,5/9/2023,6.0,443.31,243.0,1248.0,Crypto
U1164,6/24/2023,33.0,111.61,286.0,3927.0,Crypto
U1265,3/29/2023,42.0,47.5,303.0,3154.0,Bank Transfer
U121,5/1/2023,42.0,294.03,286.0,2343.0,Bank Transfer
U722,7/22/2023,16.0,456.39,817.0,4575.0,PayPal
U3246,10/28/2023,50.0,178.2,433.0,2812.0,Crypto
U1728,7/4/2023,12.0,349.66,927.0,4140.0,Credit Card
U3365,4/30/2023,36.0,92.83,424.0,4995.0,PayPal
U207,6/17/2023,33.0,219.12,83.0,3188.0,Credit Card
U1529,10/8/2023,28.0,416.56,115.0,2236.0,Bank Transfer
U1820,2/28/2023,29.0,155.21,531.0,2964.0,Credit Card
U1099,9/22/2023,39.0,483.03,842.0,3935.0,PayPal
U37,5/20/2023,34.0,,702.0,406.0,Crypto
U842,3/23/2023,45.0,278.63,113.0,1706.0,Bank Transfer
U1310,5/1/2023,3.0,467.5,117.0,2607.0,Bank Transfer
U1134,2/24/2023,46.0,40.37,816.0,3730.0,Bank Transfer
U642,2/17/2023,9.0,23.37,947.0,4399.0,Bank Transfer
U2095,3/31/2023,22.0,463.05,285.0,729.0,Crypto
U2973,10/9/2023,14.0,487.22,911.0,2810.0,Bank Transfer
U1039,6/28/2023,30.0,162.97,705.0,574.0,Bank Transfer
U95,9/4/2023,21.0,131.9,390.0,2458.0,Bank Transfer
U218,7/9/2023,17.0,472.75,635.0,1235.0,Crypto
U2101,7/24/2023,9.0,241.99,555.0,4373.0,Crypto
U2020,10/23/2023,41.0,1.38,865.0,3868.0,Credit Card
U1626,10/15/2023,11.0,148.13,952.0,899.0,Credit Card
U1982,8/9/2023,33.0,480.75,678.0,2234.0,Crypto
U83,3/7/2023,48.0,280.58,897.0,4395.0,Credit Card
U2068,1/2/2023,,302.29,109.0,3264.0,Crypto
U2838,6/18/2023,42.0,443.19,879.0,3733.0,PayPal
U1276,7/11/2023,27.0,383.33,684.0,317.0,Bank Transfer
U339,11/8/2023,18.0,496.63,952.0,1723.0,Credit Card
U2902,12/1/2023,49.0,473.44,669.0,633.0,PayPal
U412,7/6/2023,25.0,205.92,727.0,2492.0,Bank Transfer
U387,1/9/2023,12.0,341.27,738.0,1178.0,Bank Transfer
U1422,5/20/2023,23.0,379.31,154.0,2941.0,Bank Transfer
U260,2/21/2023,50.0,151.21,103.0,2718.0,Crypto
U75,11/29/2023,21.0,419.5,449.0,1207.0,Bank Transfer
U403,3/22/2023,3.0,367.98,749.0,362.0,Bank Transfer
U411,10/18/2023,49.0,467.84,412.0,52.0,Credit Card
U1070,10/9/2023,43.0,56.31,300.0,3055.0,PayPal
U60,4/27/2023,17.0,137.47,719.0,2032.0,PayPal
U1344,1/23/2023,35.0,95.85,37.0,2873.0,Credit Card
U1667,2/18/2023,49.0,16.93,235.0,3422.0,PayPal
U945,7/6/2023,21.0,111.16,71.0,1508.0,Bank Transfer
U1945,5/7/2023,16.0,436.22,999.0,1574.0,Credit Card
U861,8/27/2023,48.0,451.35,151.0,221.0,Crypto
U1595,11/19/2023,45.0,473.11,879.0,3211.0,Crypto
U2994,7/2/2023,20.0,47.69,158.0,1834.0,Bank Transfer
U1227,6/1/2023,30.0,386.16,914.0,412.0,Bank Transfer
U1907,3/7/2023,30.0,13.53,872.0,4112.0,Crypto
U1457,2/16/2023,20.0,263.77,105.0,3592.0,Bank Transfer
U1354,1/22/2023,42.0,403.53,413.0,67.0,Credit Card
U1590,3/30/2023,23.0,415.58,221.0,3812.0,PayPal
U2062,2/1/2023,17.0,68.35,250.0,3584.0,Credit Card
U3,10/8/2023,37.0,25.98,305.0,41.0,Crypto
U507,6/29/2023,5.0,172.95,468.0,774.0,Bank Transfer
U813,1/10/2023,25.0,71.22,390.0,271.0,Bank Transfer
U420,8/9/2023,6.0,419.61,302.0,4145.0,Credit Card
U3351,11/25/2023,45.0,21.67,313.0,660.0,Crypto
U812,7/11/2023,45.0,431.58,866.0,807.0,Crypto
U1444,2/16/2023,20.0,8.0,705.0,3314.0,Credit Card
U101,11/12/2023,27.0,10.89,887.0,88.0,Crypto
U1471,11/13/2023,3.0,135.93,346.0,4758.0,Crypto
U3026,3/12/2023,22.0,308.35,684.0,1983.0,Credit Card
U1027,10/1/2023,46.0,339.24,472.0,3687.0,Crypto
U1237,9/16/2023,5.0,356.59,845.0,1701.0,PayPal
U1608,9/4/2023,21.0,50.11,203.0,2236.0,PayPal
U1516,1/30/2023,13.0,471.72,504.0,1964.0,Bank Transfer
U1993,10/9/2023,32.0,96.8,912.0,304.0,Credit Card
U3359,1/21/2023,29.0,57.74,71.0,840.0,Crypto
U1806,8/2/2023,28.0,388.97,469.0,1210.0,Bank Transfer
U2868,2/23/2023,13.0,479.22,946.0,2748.0,Credit Card
U1498,10/15/2023,49.0,476.01,686.0,1594.0,PayPal
U1772,4/21/2023,1.0,41.62,513.0,128.0,PayPal
U1177,7/30/2023,11.0,422.65,780.0,3977.0,Credit Card
U2184,7/13/2023,23.0,437.52,221.0,3452.0,Credit Card
U821,9/27/2023,38.0,255.98,755.0,3440.0,Credit Card
U2857,9/13/2023,48.0,237.76,47.0,2428.0,Bank Transfer
U1939,11/4/2023,28.0,343.68,104.0,1031.0,Bank Transfer
U1365,4/17/2023,18.0,369.54,395.0,4314.0,PayPal
U2156,10/29/2023,47.0,177.43,753.0,2518.0,Credit Card
U1593,6/5/2023,26.0,141.07,588.0,4790.0,Crypto
U2162,3/10/2023,18.0,177.94,952.0,3272.0,Bank Transfer
U1320,8/17/2023,50.0,102.69,540.0,2350.0,PayPal
U388,9/27/2023,5.0,92.49,863.0,766.0,Bank Transfer
U3383,9/1/2023,0.0,272.32,954.0,4876.0,Credit Card
U23,1/13/2023,26.0,415.13,787.0,1826.0,Credit Card
U2179,6/3/2023,30.0,127.38,532.0,635.0,Crypto
U878,2/2/2023,11.0,46.53,381.0,3932.0,Bank Transfer
U2897,9/26/2023,11.0,203.28,488.0,2340.0,Bank Transfer
U661,9/22/2023,7.0,140.98,830.0,319.0,Credit Card
U3062,11/30/2023,34.0,220.33,116.0,1003.0,PayPal
U1944,3/25/2023,0.0,49.16,978.0,48.0,Crypto
U2088,1/22/2023,27.0,428.44,346.0,2256.0,PayPal
U2132,6/17/2023,12.0,274.7,876.0,4298.0,PayPal
