id,age,gender,country,sign_up_date,membership_level,last_login,total_purchases,total_time_spent,number_of_posts,likes_given,payment_method
U1229,44.0,Male,Canada,3/10/2021,Free,8/25/2023,46.0,253.27,253.0,1891.0,PayPal
U1689,48.0,Male,UK,12/6/2020,Gold,10/7/2023,48.0,91.71,647.0,3531.0,Credit Card
U494,49.0,Female,UK,9/1/2018,Free,4/29/2023,3.0,463.24,181.0,4629.0,PayPal
U944,31.0,Male,UK,10/16/2021,Platinum,11/18/2023,34.0,258.06,102.0,4319.0,Crypto
U1457,20.0,Male,UK,6/4/2019,Platinum,2/16/2023,20.0,263.77,105.0,3592.0,Bank Transfer
U1827,65.0,Female,Germany,3/5/2019,Silver,10/29/2023,9.0,238.45,55.0,3321.0,Crypto
U1335,57.0,Male,Germany,12/1/2016,Silver,7/16/2023,19.0,94.34,830.0,2679.0,Credit Card
U231,50.0,Female,USA,10/5/2019,Gold,12/1/2023,13.0,341.39,716.0,1843.0,PayPal
U1344,35.0,Male,India,1/4/2018,Platinum,1/23/2023,35.0,95.85,37.0,2873.0,Credit Card
U1852,58.0,Male,India,5/31/2018,Silver,8/10/2023,0.0,425.84,823.0,934.0,PayPal
U925,54.0,Male,Germany,5/29/2016,Platinum,5/28/2023,7.0,352.96,934.0,4793.0,Bank Transfer
U255,36.0,Female,Canada,12/4/2021,Silver,2/21/2023,47.0,340.26,55.0,3423.0,Credit Card
U1774,62.0,Female,Germany,1/8/2016,Gold,10/2/2023,28.0,193.41,215.0,1603.0,Crypto
U254,48.0,Female,Germany,4/8/2020,Free,9/25/2023,26.0,290.71,606.0,2134.0,Crypto
U177,45.0,Female,India,6/1/2022,Silver,4/17/2023,50.0,150.63,803.0,2842.0,Crypto
U2101,66.0,Female,Germany,6/21/2017,Platinum,7/24/2023,9.0,241.99,555.0,4373.0,Crypto
U984,24.0,Male,Germany,8/8/2015,Free,2/9/2023,18.0,39.52,610.0,4767.0,Crypto
U219,47.0,Male,UK,7/28/2015,Gold,9/10/2023,2.0,303.71,738.0,4927.0,Crypto
U1508,21.0,Female,UK,7/30/2019,Platinum,10/15/2023,49.0,398.24,147.0,528.0,Crypto
U1002,60.0,Female,USA,7/14/2020,Gold,8/5/2023,1.0,278.91,535.0,2427.0,Crypto
U1460,51.0,Male,USA,11/18/2018,Gold,1/10/2023,25.0,396.51,421.0,2924.0,Credit Card
U1000,18.0,Male,Canada,9/22/2018,Platinum,11/22/2023,32.0,424.8,295.0,1750.0,Credit Card
U1986,59.0,Male,USA,1/14/2020,Silver,10/1/2023,22.0,19.62,484.0,4352.0,PayPal
U1569,63.0,Male,UK,5/18/2021,Free,7/19/2023,1.0,240.58,501.0,1600.0,Bank Transfer
U1493,36.0,Male,UK,2/3/2019,Platinum,11/19/2023,25.0,47.9,66.0,3889.0,Credit Card
U1561,68.0,Female,Germany,1/4/2018,Platinum,11/22/2023,8.0,316.76,365.0,1060.0,PayPal
U1098,46.0,Female,USA,7/19/2017,Platinum,4/1/2023,49.0,439.5,712.0,3737.0,Credit Card
U526,53.0,Male,Canada,1/4/2022,Free,11/29/2023,45.0,46.6,585.0,4690.0,Credit Card
U305,54.0,Male,Canada,3/2/2022,Free,5/6/2023,36.0,248.32,850.0,1644.0,Credit Card
U675,61.0,Male,USA,8/14/2020,Silver,1/6/2023,18.0,44.57,621.0,415.0,Credit Card
U1708,65.0,Male,USA,1/13/2019,Platinum,7/5/2023,27.0,335.12,301.0,3997.0,Credit Card
U1725,24.0,Male,Germany,5/14/2022,Gold,2/3/2023,18.0,331.54,951.0,3991.0,Bank Transfer
U1212,26.0,Male,Canada,4/20/2019,Free,9/21/2023,41.0,386.66,97.0,539.0,Crypto
U215,21.0,Female,USA,2/24/2017,Free,11/26/2023,38.0,115.05,41.0,4164.0,Bank Transfer
U1749,55.0,Male,UK,2/11/2015,Free,7/19/2023,15.0,251.91,22.0,1428.0,Credit Card
U1733,28.0,Male,Germany,5/8/2021,Free,10/9/2023,21.0,334.05,719.0,706.0,PayPal
U2192,27.0,Male,Canada,11/8/2019,Free,7/25/2023,21.0,113.24,950.0,30.0,Crypto
U937,64.0,Male,USA,3/18/2022,Free,9/26/2023,33.0,88.29,938.0,4528.0,Credit Card
U1522,57.0,Female,USA,6/2/2016,Silver,2/25/2023,2.0,262.7,852.0,4881.0,Crypto
U1669,48.0,Male,Canada,1/20/2017,Gold,8/31/2023,29.0,,858.0,3277.0,Credit Card
U1093,58.0,Male,Canada,10/28/2016,Silver,7/1/2023,14.0,216.14,466.0,1353.0,Credit Card
U864,48.0,Male,India,1/21/2015,Silver,5/7/2023,21.0,465.52,541.0,77.0,Crypto
U528,66.0,Male,Canada,10/20/2021,Platinum,10/15/2023,47.0,408.45,404.0,3428.0,Crypto
U1894,59.0,Female,Germany,1/29/2016,Free,10/7/2023,0.0,63.96,601.0,4078.0,Bank Transfer
U797,22.0,Female,Germany,11/14/2021,Gold,3/18/2023,34.0,171.17,289.0,1318.0,Crypto
U1334,60.0,Male,Germany,8/21/2021,Free,4/22/2023,35.0,388.65,743.0,4091.0,Crypto
U1055,64.0,Female,India,2/5/2021,Gold,7/17/2023,16.0,347.59,356.0,2998.0,Bank Transfer
U2110,22.0,,India,12/26/2022,Platinum,8/29/2023,22.0,137.33,936.0,362.0,Crypto
U417,22.0,Female,UK,10/5/2019,Gold,7/24/2023,12.0,4.12,375.0,3816.0,Bank Transfer
U1389,38.0,Male,India,10/11/2017,Free,1/9/2023,49.0,398.95,556.0,1225.0,PayPal
U2021,53.0,Male,India,1/23/2020,Gold,3/18/2023,48.0,410.91,261.0,2758.0,Bank Transfer
U481,44.0,Female,Canada,4/7/2016,Gold,2/8/2023,0.0,116.3,123.0,2707.0,Bank Transfer
U1984,45.0,Male,India,7/13/2020,Platinum,9/1/2023,16.0,372.54,911.0,3720.0,PayPal
U2102,40.0,Female,Canada,1/8/2018,Gold,1/25/2023,3.0,400.28,641.0,1227.0,Crypto
U275,62.0,Female,UK,11/23/2018,Free,9/25/2023,7.0,235.22,747.0,955.0,Crypto
U1539,29.0,Male,UK,1/16/2019,Free,5/3/2023,42.0,114.52,758.0,2659.0,Bank Transfer
U160,24.0,Female,Canada,11/1/2015,Platinum,12/1/2023,45.0,415.25,133.0,2509.0,Bank Transfer
U35,61.0,Female,Germany,7/18/2022,Platinum,2/23/2023,31.0,16.14,814.0,780.0,Crypto
U2200,58.0,Female,Canada,2/21/2021,Platinum,8/15/2023,34.0,487.07,620.0,3373.0,Crypto
U221,61.0,Male,Germany,11/23/2016,Silver,6/13/2023,27.0,164.09,358.0,3440.0,Crypto
U732,45.0,Male,Germany,7/22/2021,Gold,7/5/2023,7.0,399.49,619.0,847.0,PayPal
U875,38.0,Male,India,10/26/2015,Gold,2/9/2023,20.0,480.82,365.0,3116.0,Credit Card
U1323,34.0,Female,Canada,3/22/2019,Platinum,7/19/2023,4.0,172.29,354.0,910.0,Crypto
U1185,35.0,Female,UK,7/1/2015,Gold,2/9/2023,20.0,55.24,287.0,1078.0,PayPal
U1492,26.0,Male,Canada,9/4/2021,Free,2/19/2023,3.0,299.78,564.0,840.0,Credit Card
U425,61.0,Female,Germany,2/28/2022,Silver,2/20/2023,48.0,444.78,90.0,2103.0,Crypto
U294,59.0,Male,USA,12/14/2015,Free,7/29/2023,35.0,224.99,350.0,95.0,Bank Transfer
U1353,56.0,Male,Germany,7/9/2019,Free,9/2/2023,37.0,450.45,268.0,1579.0,Crypto
U1324,32.0,Female,India,11/1/2022,Silver,2/9/2023,6.0,36.43,389.0,54.0,Credit Card
U560,59.0,Male,India,4/21/2015,Platinum,10/1/2023,42.0,203.49,213.0,153.0,PayPal
U1211,50.0,Male,India,8/27/2019,Platinum,3/31/2023,43.0,157.56,57.0,1841.0,PayPal
U1223,23.0,Male,Germany,8/9/2015,Platinum,8/1/2023,28.0,399.17,106.0,2409.0,Credit Card
U461,54.0,Male,USA,6/6/2017,Free,9/28/2023,16.0,453.97,875.0,4953.0,PayPal
U989,22.0,Female,UK,12/2/2022,Free,2/5/2023,39.0,90.09,310.0,4902.0,Crypto
U575,70.0,Female,Germany,12/12/2017,Silver,2/8/2023,5.0,50.28,111.0,720.0,Crypto
U1489,67.0,Female,India,12/11/2022,Gold,7/27/2023,43.0,165.15,445.0,2161.0,PayPal
U793,65.0,Female,USA,1/22/2020,Free,3/15/2023,22.0,80.81,789.0,211.0,Credit Card
U577,24.0,Male,Germany,7/27/2017,Free,3/4/2023,14.0,489.44,430.0,224.0,PayPal
U1825,33.0,Female,USA,3/12/2016,Silver,7/12/2023,33.0,112.6,908.0,232.0,Credit Card
U295,19.0,Male,UK,10/30/2015,Platinum,7/7/2023,43.0,149.46,556.0,1795.0,Credit Card
U1537,46.0,Female,UK,2/6/2021,Gold,10/31/2023,37.0,202.84,438.0,3753.0,Bank Transfer
U243,49.0,Male,India,5/5/2019,Platinum,7/4/2023,32.0,337.44,967.0,3694.0,Bank Transfer
U1411,22.0,Female,Germany,3/11/2022,Platinum,5/9/2023,6.0,219.9,372.0,774.0,Credit Card
U1078,33.0,Female,Canada,5/28/2022,Platinum,6/1/2023,19.0,75.57,400.0,3703.0,Crypto
U1132,22.0,Male,USA,2/15/2017,Free,3/29/2023,15.0,232.35,225.0,4214.0,Bank Transfer
U1429,33.0,Male,India,10/10/2018,Silver,6/22/2023,4.0,61.76,786.0,4843.0,Bank Transfer
U360,45.0,Female,UK,6/3/2017,Free,9/1/2023,13.0,426.69,803.0,298.0,Crypto
U1935,46.0,Male,India,5/24/2019,Silver,4/13/2023,47.0,450.48,602.0,2941.0,Bank Transfer
U630,36.0,Male,Germany,8/20/2019,Silver,10/28/2023,34.0,123.84,982.0,2430.0,Bank Transfer
U386,45.0,Male,India,6/13/2015,Gold,2/7/2023,1.0,86.93,169.0,201.0,Crypto
U394,24.0,Male,Germany,1/30/2021,Gold,9/9/2023,43.0,51.32,279.0,2899.0,Bank Transfer
U138,46.0,Male,UK,11/14/2021,Free,7/20/2023,42.0,121.67,728.0,3772.0,PayPal
U1206,36.0,Male,India,9/3/2019,Platinum,4/19/2023,41.0,75.31,543.0,2829.0,PayPal
U930,44.0,Male,Germany,3/6/2020,Platinum,7/19/2023,3.0,401.28,720.0,2783.0,Crypto
U1248,58.0,Female,Germany,12/15/2022,Silver,9/21/2023,10.0,37.06,180.0,1838.0,PayPal
U134,28.0,Female,Germany,6/18/2020,Silver,7/24/2023,27.0,228.87,418.0,4605.0,Credit Card
U411,55.0,Female,India,6/11/2018,Free,10/18/2023,49.0,467.84,412.0,52.0,Credit Card
U1663,22.0,Female,USA,11/1/2022,Platinum,3/2/2023,42.0,377.94,149.0,496.0,Crypto
U2184,37.0,Female,Germany,7/15/2017,Silver,7/13/2023,23.0,437.52,221.0,3452.0,Credit Card
U1348,67.0,Female,Canada,3/15/2019,Free,9/20/2023,31.0,398.35,573.0,932.0,PayPal
U2129,53.0,Male,India,2/16/2015,Silver,2/18/2023,50.0,378.24,467.0,2958.0,Bank Transfer
U945,30.0,Female,USA,8/10/2022,Silver,7/6/2023,21.0,111.16,71.0,1508.0,Bank Transfer
U2166,20.0,Male,Canada,10/31/2016,Gold,7/23/2023,25.0,176.72,600.0,1235.0,Bank Transfer
U1332,33.0,Female,India,5/31/2021,Silver,10/19/2023,5.0,266.4,149.0,582.0,PayPal
U858,50.0,Male,Germany,8/27/2016,Free,6/6/2023,30.0,408.65,235.0,4931.0,Bank Transfer
U1609,65.0,Female,Germany,3/1/2017,Gold,9/22/2023,14.0,29.84,207.0,1165.0,Bank Transfer
U331,20.0,Male,Germany,5/26/2019,Free,4/20/2023,18.0,165.68,464.0,3849.0,PayPal
U1865,26.0,Male,USA,11/9/2020,Free,11/15/2023,11.0,41.73,40.0,1853.0,Crypto
U1312,67.0,Female,UK,1/9/2018,Gold,5/27/2023,1.0,124.5,167.0,2579.0,PayPal
U2169,58.0,Female,UK,1/1/2023,Free,4/12/2023,29.0,32.7,251.0,3832.0,Bank Transfer
U451,56.0,Male,Germany,7/3/2021,Silver,7/24/2023,50.0,201.89,890.0,4969.0,Bank Transfer
U979,46.0,Female,UK,2/8/2019,Gold,11/29/2023,49.0,99.04,347.0,1148.0,Bank Transfer
U693,62.0,Male,USA,2/26/2022,Platinum,3/10/2023,9.0,145.2,485.0,3016.0,PayPal
U987,49.0,Male,Canada,5/31/2018,Gold,6/9/2023,10.0,470.21,686.0,4692.0,Credit Card
U1257,52.0,Male,India,3/20/2016,Silver,4/23/2023,20.0,281.66,382.0,3416.0,Bank Transfer
U631,46.0,Male,Germany,5/26/2020,Free,11/26/2023,37.0,38.43,118.0,1580.0,PayPal
U1495,48.0,Male,USA,10/24/2017,Platinum,4/15/2023,40.0,85.79,177.0,3262.0,Bank Transfer
U1868,62.0,Male,India,3/3/2018,Silver,8/18/2023,9.0,189.63,795.0,4961.0,Credit Card
U723,70.0,Male,UK,6/21/2018,Silver,10/21/2023,33.0,19.58,910.0,3966.0,PayPal
U2064,37.0,Male,Germany,10/14/2016,Platinum,8/14/2023,24.0,309.53,681.0,2862.0,Crypto
U1039,49.0,Male,Canada,11/16/2022,Gold,6/28/2023,30.0,162.97,705.0,574.0,Bank Transfer
U513,61.0,Female,UK,3/6/2018,Free,10/5/2023,8.0,435.61,948.0,3883.0,PayPal
U771,49.0,Female,India,8/9/2020,Silver,6/30/2023,10.0,51.32,502.0,3388.0,Credit Card
U2171,65.0,Female,India,11/7/2020,Platinum,8/27/2023,28.0,303.55,540.0,1366.0,Credit Card
U1590,50.0,Female,Germany,1/22/2021,Platinum,3/30/2023,23.0,415.58,221.0,3812.0,PayPal
U60,20.0,Female,Canada,1/6/2020,Free,4/27/2023,17.0,137.47,719.0,2032.0,PayPal
U1840,46.0,Male,USA,8/4/2020,Platinum,6/11/2023,15.0,163.37,467.0,3566.0,Crypto
U834,44.0,Male,Canada,1/22/2022,Gold,2/27/2023,3.0,86.78,698.0,1749.0,Credit Card
U121,54.0,Male,India,10/6/2020,Platinum,5/1/2023,42.0,294.03,286.0,2343.0,Bank Transfer
U1146,44.0,Female,USA,10/14/2017,Free,3/28/2023,17.0,421.06,81.0,426.0,Crypto
U1476,54.0,Female,Germany,7/18/2015,Silver,9/3/2023,34.0,133.25,734.0,2923.0,Bank Transfer
U838,46.0,Male,UK,11/20/2017,Silver,11/13/2023,5.0,443.52,17.0,4245.0,PayPal
U2136,50.0,Male,Canada,3/2/2018,Platinum,6/4/2023,39.0,26.8,97.0,2718.0,Bank Transfer
U285,19.0,Female,UK,1/15/2019,Silver,10/13/2023,33.0,88.46,671.0,4165.0,Crypto
U2044,66.0,Male,Canada,12/14/2016,Silver,8/26/2023,6.0,438.02,96.0,4344.0,Bank Transfer
U423,40.0,Female,USA,11/19/2020,Gold,4/29/2023,29.0,444.11,333.0,2203.0,PayPal
U1469,35.0,Female,Germany,3/9/2016,Silver,4/29/2023,29.0,492.9,103.0,4654.0,Crypto
U2053,31.0,Female,UK,9/21/2018,Free,6/11/2023,10.0,45.75,743.0,4081.0,Bank Transfer
U1798,54.0,Female,India,8/2/2019,Free,4/30/2023,6.0,178.47,999.0,4350.0,Credit Card
U2167,70.0,Male,UK,7/13/2022,Free,5/28/2023,4.0,254.41,479.0,2181.0,PayPal
U266,25.0,Female,India,6/13/2017,Silver,3/4/2023,34.0,317.2,258.0,1543.0,Credit Card
U1303,45.0,Male,Canada,12/7/2015,Silver,5/16/2023,2.0,350.14,122.0,3615.0,Credit Card
U1607,68.0,Female,India,5/22/2018,Gold,2/10/2023,39.0,251.04,496.0,3013.0,PayPal
U1734,66.0,Female,USA,12/26/2017,Silver,3/28/2023,42.0,401.61,295.0,3162.0,Bank Transfer
U23,38.0,,India,4/8/2019,Silver,1/13/2023,26.0,415.13,787.0,1826.0,Credit Card
U870,27.0,Female,Germany,7/2/2016,Gold,3/13/2023,19.0,359.37,70.0,923.0,Crypto
U1742,48.0,Female,Germany,7/8/2022,Platinum,4/10/2023,4.0,11.81,37.0,3750.0,Crypto
U346,28.0,Male,UK,12/14/2017,Platinum,7/8/2023,43.0,389.15,38.0,507.0,Crypto
U2112,40.0,Female,Germany,5/15/2018,Free,3/19/2023,18.0,468.45,42.0,767.0,Crypto
U782,50.0,Female,USA,9/5/2020,Gold,3/24/2023,25.0,438.94,887.0,1250.0,Crypto
U1500,54.0,Female,India,4/11/2015,Free,5/6/2023,35.0,352.82,691.0,3915.0,PayPal
U1828,45.0,Female,India,11/8/2019,Platinum,8/24/2023,49.0,18.55,760.0,2054.0,PayPal
U1666,48.0,Male,UK,9/28/2015,Silver,11/24/2023,26.0,202.99,783.0,4067.0,PayPal
U459,44.0,Male,UK,5/7/2017,Gold,1/3/2023,21.0,75.94,895.0,2156.0,Bank Transfer
U741,58.0,Female,Canada,7/27/2016,Silver,6/1/2023,0.0,410.7,498.0,2935.0,Bank Transfer
U370,40.0,Male,Germany,10/27/2015,Platinum,5/19/2023,41.0,28.33,409.0,2279.0,Bank Transfer
U814,55.0,Male,Canada,7/6/2021,Silver,7/17/2023,40.0,1.75,188.0,136.0,Credit Card
U1675,23.0,Male,India,11/4/2019,Gold,7/5/2023,9.0,256.28,397.0,4445.0,Crypto
U236,62.0,Male,India,1/10/2018,Gold,2/12/2023,43.0,163.17,556.0,3083.0,PayPal
U1819,38.0,Female,Germany,2/12/2016,Silver,2/7/2023,5.0,364.73,368.0,736.0,Credit Card
U1931,27.0,Male,USA,11/9/2017,Free,7/13/2023,9.0,16.3,960.0,657.0,Bank Transfer
U1391,23.0,Female,Canada,2/12/2020,Silver,9/20/2023,19.0,218.58,590.0,4846.0,PayPal
U13,43.0,Female,UK,2/15/2015,Platinum,2/24/2023,15.0,201.12,476.0,2801.0,Credit Card
U1763,39.0,Female,Germany,4/16/2016,Gold,1/28/2023,22.0,255.48,406.0,1963.0,Bank Transfer
U787,61.0,Male,USA,3/6/2018,Platinum,8/20/2023,8.0,321.42,995.0,70.0,Bank Transfer
U1703,34.0,Male,India,10/25/2018,Platinum,9/16/2023,13.0,217.7,501.0,4376.0,Credit Card
U609,65.0,Male,Germany,7/11/2016,Gold,1/14/2023,32.0,184.53,51.0,4542.0,Credit Card
U1697,45.0,Male,USA,5/15/2018,Silver,2/3/2023,5.0,244.68,986.0,1341.0,PayPal
U1521,65.0,Male,Germany,11/16/2017,Gold,10/11/2023,26.0,315.0,377.0,4241.0,PayPal
U70,55.0,Female,Germany,11/9/2016,Free,4/1/2023,30.0,3.07,929.0,2093.0,Crypto
U28,28.0,Male,USA,3/11/2016,Free,9/15/2023,28.0,8.63,346.0,1856.0,Credit Card
U1284,46.0,,Germany,11/7/2022,Free,7/26/2023,7.0,59.79,735.0,747.0,Credit Card
U1034,66.0,Male,USA,1/10/2019,Platinum,7/22/2023,8.0,415.58,280.0,877.0,Credit Card
U491,46.0,Male,Canada,2/6/2018,Platinum,9/22/2023,44.0,451.48,196.0,2340.0,Bank Transfer
U590,67.0,Male,USA,12/24/2020,Free,2/20/2023,42.0,132.32,408.0,4276.0,Credit Card
U350,51.0,Male,Canada,12/14/2017,Silver,1/11/2023,26.0,18.76,807.0,701.0,Credit Card
U2051,27.0,Female,Germany,,Gold,11/5/2023,35.0,254.29,109.0,3298.0,Credit Card
U482,27.0,Female,Canada,11/5/2020,Platinum,6/13/2023,5.0,490.0,564.0,3264.0,Bank Transfer
U1304,38.0,Female,India,6/28/2020,Platinum,6/17/2023,42.0,339.77,108.0,2660.0,Crypto
U1970,36.0,Female,Germany,12/24/2019,Gold,10/31/2023,33.0,446.78,561.0,3223.0,Credit Card
U1567,68.0,Female,Canada,3/4/2017,Free,9/11/2023,36.0,64.21,2.0,1933.0,Credit Card
U187,44.0,Female,,7/20/2017,Free,11/11/2023,22.0,13.83,701.0,684.0,PayPal
U1744,24.0,Female,India,9/20/2015,Gold,5/25/2023,23.0,12.69,453.0,1398.0,PayPal
U1720,20.0,Male,USA,3/9/2019,Gold,6/27/2023,2.0,24.96,97.0,12.0,Credit Card
U904,47.0,Female,Canada,8/6/2019,Silver,11/14/2023,45.0,154.43,370.0,1670.0,PayPal
U2010,40.0,Male,UK,4/15/2016,Gold,8/12/2023,37.0,348.31,811.0,3583.0,Crypto
U1239,25.0,Male,Germany,2/28/2019,Free,8/12/2023,3.0,66.69,492.0,4653.0,Bank Transfer
U1847,43.0,Female,Canada,6/20/2022,Platinum,10/18/2023,42.0,394.7,152.0,4935.0,PayPal
U442,36.0,Female,Canada,9/3/2022,Free,10/15/2023,14.0,436.93,52.0,4599.0,Credit Card
U287,60.0,Male,USA,1/17/2016,Silver,10/2/2023,43.0,130.04,508.0,4093.0,Bank Transfer
U1406,44.0,Female,USA,2/15/2022,Platinum,7/3/2023,46.0,243.71,336.0,2190.0,Bank Transfer
U2042,41.0,Male,India,2/18/2016,Free,11/22/2023,13.0,253.11,140.0,2026.0,Credit Card
U1617,34.0,Male,UK,1/4/2018,Platinum,10/14/2023,44.0,107.38,992.0,296.0,Crypto
U1723,37.0,,UK,11/16/2016,Gold,6/2/2023,1.0,452.43,353.0,1121.0,Crypto
U1238,21.0,Male,USA,10/1/2021,Free,4/19/2023,28.0,150.89,314.0,2916.0,PayPal
U1751,55.0,Female,Germany,11/27/2016,Free,10/7/2023,3.0,92.6,355.0,3190.0,Credit Card
U680,61.0,Female,Germany,10/16/2022,Platinum,10/7/2023,4.0,407.96,570.0,4823.0,Bank Transfer
U915,48.0,Male,Germany,8/10/2018,Gold,7/30/2023,38.0,208.01,269.0,4911.0,Credit Card
U1308,25.0,Male,Canada,6/11/2021,Free,2/19/2023,50.0,55.78,602.0,2255.0,Credit Card
U986,39.0,Female,India,11/23/2016,Platinum,6/28/2023,5.0,9.7,148.0,4094.0,Crypto
U307,67.0,Male,India,4/26/2018,Gold,8/1/2023,36.0,,311.0,4732.0,Credit Card
U1547,26.0,Male,India,8/2/2016,Platinum,1/9/2023,23.0,,329.0,2737.0,Bank Transfer
U745,28.0,Male,UK,7/3/2022,Free,11/22/2023,26.0,444.11,60.0,3808.0,PayPal
U1379,58.0,Male,Canada,8/31/2022,Silver,4/12/2023,45.0,97.77,109.0,933.0,Bank Transfer
U1217,66.0,Male,India,12/1/2015,Gold,6/16/2023,39.0,42.77,213.0,2924.0,Crypto
U1313,21.0,Female,Canada,2/22/2015,Platinum,3/3/2023,38.0,314.9,936.0,2965.0,Bank Transfer
U112,50.0,Male,Canada,7/27/2020,Free,6/19/2023,37.0,248.08,455.0,378.0,PayPal
U493,31.0,Female,India,12/5/2022,Free,3/22/2023,30.0,156.9,564.0,366.0,Credit Card
U669,45.0,Female,Canada,12/10/2018,Silver,11/29/2023,32.0,234.69,138.0,2394.0,Crypto
U240,34.0,Male,UK,10/20/2022,Silver,10/18/2023,42.0,9.93,908.0,2658.0,PayPal
U1287,46.0,Male,Germany,12/27/2018,Gold,7/28/2023,17.0,23.01,522.0,3283.0,Bank Transfer
U64,25.0,Male,India,8/23/2021,Silver,4/1/2023,8.0,209.47,279.0,1684.0,Bank Transfer
U148,54.0,Female,USA,9/13/2019,Platinum,1/19/2023,6.0,352.82,8.0,742.0,Crypto
U886,63.0,Female,Canada,8/25/2016,Platinum,7/7/2023,32.0,483.58,981.0,4573.0,PayPal
U409,49.0,Male,USA,9/12/2015,Platinum,6/27/2023,1.0,339.77,104.0,2129.0,Bank Transfer
U558,67.0,Female,Germany,9/19/2019,Platinum,7/18/2023,38.0,37.09,178.0,147.0,Credit Card
U2065,51.0,Male,UK,7/27/2018,Silver,3/7/2023,5.0,94.62,600.0,1496.0,PayPal
U592,26.0,Female,India,12/12/2018,Platinum,2/28/2023,48.0,287.27,824.0,1305.0,Crypto
U1113,54.0,,India,4/17/2022,Platinum,11/5/2023,2.0,206.23,241.0,3868.0,PayPal
U899,65.0,Female,Canada,2/13/2020,Platinum,8/21/2023,33.0,30.96,19.0,4679.0,Credit Card
U620,45.0,Female,UK,10/2/2021,Gold,6/19/2023,28.0,239.81,156.0,396.0,PayPal
U2037,58.0,Male,India,8/13/2022,Gold,7/9/2023,3.0,145.5,158.0,2601.0,Credit Card
U978,34.0,Male,Canada,7/15/2015,Platinum,1/30/2023,13.0,437.23,758.0,1375.0,PayPal
U1728,18.0,Female,India,6/26/2016,Gold,7/4/2023,12.0,349.66,927.0,4140.0,Credit Card
U29,49.0,Female,Germany,5/14/2016,Platinum,11/27/2023,19.0,209.46,968.0,999.0,Crypto
U1814,70.0,Male,India,2/16/2022,Free,8/5/2023,23.0,345.26,537.0,1769.0,PayPal
U282,42.0,Male,UK,11/16/2015,Gold,6/30/2023,45.0,159.41,943.0,2554.0,Credit Card
U1242,64.0,Female,USA,5/23/2022,Platinum,2/5/2023,9.0,86.08,957.0,587.0,Bank Transfer
U894,42.0,Male,Canada,4/25/2020,Silver,12/1/2023,7.0,373.82,597.0,9.0,Crypto
U707,29.0,Male,USA,12/10/2019,Platinum,8/2/2023,34.0,451.72,244.0,1179.0,PayPal
U2195,57.0,Male,USA,3/16/2017,Free,6/4/2023,32.0,14.2,15.0,4240.0,Credit Card
U1981,66.0,Male,Canada,12/4/2022,Free,9/15/2023,42.0,247.81,541.0,552.0,Credit Card
U2070,23.0,Male,UK,12/24/2018,Silver,6/18/2023,17.0,188.81,927.0,2476.0,PayPal
U419,66.0,Female,UK,8/2/2016,Gold,4/7/2023,16.0,479.52,518.0,194.0,Credit Card
U1589,50.0,Female,Canada,3/30/2019,Silver,9/19/2023,2.0,64.77,61.0,3257.0,Credit Card
U1105,40.0,Female,USA,11/28/2015,Platinum,10/22/2023,41.0,344.03,504.0,5.0,Bank Transfer
U315,45.0,Female,UK,8/15/2016,Gold,5/19/2023,7.0,30.41,13.0,927.0,Crypto
U568,18.0,Male,Canada,9/28/2018,Gold,3/16/2023,30.0,87.63,925.0,2569.0,PayPal
U478,49.0,Female,UK,2/19/2015,Free,2/6/2023,32.0,23.36,512.0,1788.0,PayPal
U1176,42.0,Female,Canada,7/18/2022,Silver,11/1/2023,,405.73,401.0,95.0,PayPal
U123,57.0,Male,India,5/1/2017,Free,7/17/2023,29.0,239.84,183.0,3410.0,Bank Transfer
U319,67.0,Male,UK,3/5/2015,Gold,1/29/2023,48.0,156.94,33.0,2342.0,Credit Card
U1849,34.0,Male,UK,5/26/2018,Gold,10/22/2023,30.0,112.38,813.0,4321.0,Credit Card
U2039,30.0,Female,Canada,7/11/2020,Gold,8/6/2023,1.0,481.88,516.0,2314.0,Crypto
U2094,53.0,Female,UK,9/8/2020,Silver,11/11/2023,17.0,208.71,701.0,3163.0,PayPal
U1415,65.0,Male,Germany,5/25/2018,Silver,1/11/2023,47.0,57.59,93.0,2540.0,PayPal
U1374,50.0,Female,India,2/28/2016,Silver,9/17/2023,15.0,214.82,772.0,4489.0,Bank Transfer
U253,54.0,Male,UK,3/14/2016,Gold,4/22/2023,17.0,394.8,467.0,113.0,PayPal
U2138,19.0,,UK,12/16/2019,Silver,8/26/2023,9.0,354.65,285.0,2952.0,PayPal
U965,31.0,Female,Canada,10/10/2018,Platinum,1/30/2023,40.0,386.33,277.0,2103.0,PayPal
U349,18.0,Female,USA,12/15/2022,Silver,11/22/2023,23.0,330.89,168.0,4453.0,Crypto
U735,34.0,Male,Canada,5/22/2020,Silver,1/31/2023,3.0,491.84,289.0,2804.0,Bank Transfer
U1203,58.0,Female,UK,8/8/2022,Free,11/3/2023,17.0,393.07,421.0,2855.0,PayPal
U1083,65.0,Female,Canada,11/10/2016,Gold,2/6/2023,38.0,336.13,796.0,566.0,Credit Card
U278,18.0,Female,India,1/21/2021,Free,5/2/2023,1.0,59.54,34.0,1024.0,PayPal
U80,18.0,Male,UK,2/24/2018,Free,7/25/2023,31.0,468.43,573.0,425.0,Crypto
